efo_otar_slim_id	efo_label	rs_classification
Orphanet:268829	Basal encephalocele	01-disease-subtype
Orphanet:268832	Lipoma associated with neurospinal dysraphism	02-disease-root
Orphanet:268835	Lipomyelomeningocele	01-disease-subtype
Orphanet:268838	Leptomyelolipoma	01-disease-subtype
Orphanet:268843	Malformation of the neurenteric canal, spinal cord and column	03-disease-area
Orphanet:268861	Primary tethered chord syndrome	02-disease-root
Orphanet:268865	Neurenteric cyst	02-disease-root
Orphanet:268868	Isolated amyelia	02-disease-root
Orphanet:268882	Arnold-Chiari malformation type I	02-disease-root
Orphanet:268926	Midline cerebral malformation	02-disease-root
Orphanet:268940	Bilateral polymicrogyria	01-disease-subtype
Orphanet:268943	Unilateral polymicrogyria	01-disease-subtype
Orphanet:268947	Unilateral focal polymicrogyria	01-disease-subtype
Orphanet:268950	Cerebral cortical dysplasia	02-disease-root
Orphanet:268961	Isolated focal cortical dysplasia type I	01-disease-subtype
Orphanet:268973	Isolated focal cortical dysplasia type Ia	01-disease-subtype
Orphanet:268980	Isolated focal cortical dysplasia type Ib	01-disease-subtype
Orphanet:268987	Isolated focal cortical dysplasia type Ic	01-disease-subtype
Orphanet:268994	Isolated focal cortical dysplasia type II	01-disease-subtype
Orphanet:269	Facioscapulohumeral dystrophy	02-disease-root
Orphanet:2690	Neutropenia - monocytopenia - deafness	01-disease-subtype
Orphanet:269001	Isolated focal cortical dysplasia type IIa	01-disease-subtype
Orphanet:269008	Isolated focal cortical dysplasia type IIb	01-disease-subtype
Orphanet:269190	Encephaloclastic disorder	02-disease-root
Orphanet:269212	Isolated Dandy-Walker malformation with hydrocephalus	01-disease-subtype
Orphanet:269215	Isolated Dandy-Walker malformation without hydrocephalus	01-disease-subtype
Orphanet:269505	Congenital communicating hydrocephalus	01-disease-subtype
Orphanet:269510	Congenital non-communicating hydrocephalus	01-disease-subtype
Orphanet:269528	Syndrome with microcephaly as major feature	02-disease-root
Orphanet:269550	Genetic non-syndromic central nervous system malformation	03-disease-area
Orphanet:269553	Genetic cerebral malformation	03-disease-area
Orphanet:269557	Genetic posterior fossa malformation	02-disease-root
Orphanet:269560	Genetic cerebellar malformation	01-disease-subtype
Orphanet:269564	Genetic syndrome with a central nervous system malformation as major feature	03-disease-area
Orphanet:269567	Genetic syndrome with a cerebellar malformation as major feature	02-disease-root
Orphanet:269570	Genetic syndrome with a Dandy-Walker malformation as major feature	01-disease-subtype
Orphanet:269573	Genetic syndrome with corpus callosum agenesis/dysgenesis as a major feature	02-disease-root
Orphanet:2697	Arthrogryposis - renal dysfunction - cholestasis	01-disease-subtype
Orphanet:2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome	01-disease-subtype
Orphanet:2699	Median nodule of the upper lip	02-disease-root
Orphanet:270	Oculopharyngeal muscular dystrophy	02-disease-root
Orphanet:2707	Oculocerebrofacial syndrome, Kaufman type	02-disease-root
Orphanet:2709	Oculodental syndrome, Rutherfurd type	01-disease-subtype
Orphanet:2710	Oculodentodigital dysplasia	01-disease-subtype
Orphanet:2713	Oculoosteocutaneous syndrome	02-disease-root
Orphanet:2714	Oculo-palato-cerebral syndrome	02-disease-root
Orphanet:2716	Oculo-skeletal-renal syndrome	02-disease-root
Orphanet:2717	Oculotrichoanal syndrome	02-disease-root
Orphanet:2718	Oculotrichodysplasia	01-disease-subtype
Orphanet:271832	Genetic soft tissue tumor	02-disease-root
Orphanet:271835	Genetic digestive tract tumor	03-disease-area
Orphanet:271841	Genetic cardiac tumor	01-disease-subtype
Orphanet:271844	Genetic urogenital tumor	02-disease-root
Orphanet:271847	Genetic endocrine tumor	03-disease-area
Orphanet:271853	Genetic cardiac anomaly	02-disease-root
Orphanet:271861	Familial transthyretin-related amyloidosis	02-disease-root
Orphanet:271870	Rare genetic systemic or rheumatologic disease	03-disease-area
Orphanet:2719	Oculocerebral hypopigmentation syndrome, Cross type	02-disease-root
Orphanet:272	Congenital muscular dystrophy, Fukuyama type	01-disease-subtype
Orphanet:2721	Odonto-onycho-dermal dysplasia	01-disease-subtype
Orphanet:2722	Odonto-onycho dysplasia - alopecia	02-disease-root
Orphanet:2723	Odontotrichomelic syndrome	02-disease-root
Orphanet:2724	Odontomatosis - aortae esophagus stenosis	02-disease-root
Orphanet:2728	Blepharophimosis-intellectual disability syndrome, Ohdo type	01-disease-subtype
Orphanet:273	Steinert myotonic dystrophy	01-disease-subtype
Orphanet:2730	Postaxial tetramelic oligodactyly	02-disease-root
Orphanet:2731	Taurodontia - absent teeth - sparse hair	02-disease-root
Orphanet:2732	Olivopontocerebellar atrophy - deafness	02-disease-root
Orphanet:2733	Omodysplasia	01-disease-subtype
Orphanet:2736	Lethal omphalocele-cleft palate syndrome	02-disease-root
Orphanet:2741	Ophthalmomandibulomelic dysplasia	01-disease-subtype
Orphanet:2743	Ophthalmoplegia - intellectual disability - lingua scrotalis	02-disease-root
Orphanet:2744	Horizontal gaze palsy with progressive scoliosis	01-disease-subtype
Orphanet:2746	Opsismodysplasia	01-disease-subtype
Orphanet:2749	Oromandibular-limb hypogenesis syndrome	01-disease-subtype
Orphanet:275	Severe combined immunodeficiency due to DCLRE1C deficiency	01-disease-subtype
Orphanet:2750	Orofaciodigital syndrome type 1	01-disease-subtype
Orphanet:2751	Orofaciodigital syndrome type 2	01-disease-subtype
Orphanet:2752	Orofaciodigital syndrome type 3	01-disease-subtype
Orphanet:2753	Orofaciodigital syndrome type 4	01-disease-subtype
Orphanet:2754	Joubert syndrome with orofaciodigital defect	01-disease-subtype
Orphanet:2755	Orofaciodigital syndrome type 8	01-disease-subtype
Orphanet:275517	Autoimmune lymphoproliferative syndrome with recurrent viral infections	02-disease-root
Orphanet:275534	Myostatin-related muscle hypertrophy	02-disease-root
Orphanet:2756	Orofaciodigital syndrome type 10	01-disease-subtype
Orphanet:275729	Rare hemorrhagic disorder due to a constitutional thrombocytopenia	01-disease-subtype
Orphanet:275736	Rare hemorrhagic disorder due to a platelet receptor defect	01-disease-subtype
Orphanet:275742	Genetic infertility	03-disease-area
Orphanet:275745	Alpha-thalassemia and related diseases	02-disease-root
Orphanet:275749	Beta-thalassemia and related diseases	02-disease-root
Orphanet:275752	Sickle cell disease and related diseases	02-disease-root
Orphanet:275761	Lysosomal acid lipase deficiency	01-disease-subtype
Orphanet:275766	Idiopathic pulmonary arterial hypertension	01-disease-subtype
Orphanet:275777	Heritable pulmonary arterial hypertension	01-disease-subtype
Orphanet:275864	Behavioral variant of frontotemporal dementia	01-disease-subtype
Orphanet:275872	Frontotemporal dementia with motor neuron disease	02-disease-root
Orphanet:2759	Imperforate oropharynx - costo vetebral anomalies	01-disease-subtype
Orphanet:276058	Genetic neurodegenerative disease with dementia	03-disease-area
Orphanet:276061	Genetic frontotemporal degeneration with dementia	03-disease-area
Orphanet:276066	Bile acid CoA ligase deficiency and defective amidation	01-disease-subtype
Orphanet:276152	Multiple endocrine neoplasia type 4	01-disease-subtype
Orphanet:276161	Multiple endocrine neoplasia	02-disease-root
Orphanet:276183	Spinocerebellar ataxia type 32	01-disease-subtype
Orphanet:276193	Spinocerebellar ataxia type 35	01-disease-subtype
Orphanet:276198	Spinocerebellar ataxia type 36	01-disease-subtype
Orphanet:2762	Progressive osseous heteroplasia	01-disease-subtype
Orphanet:276212	Mucopolysaccharidosis type 6, rapidly progressing	01-disease-subtype
Orphanet:276223	Mucopolysaccharidosis type 6, slowly progressing	01-disease-subtype
Orphanet:276234	Non-syndromic male infertility due to sperm motility disorder	01-disease-subtype
Orphanet:276249	Xeroderma pigmentosum complementation group A	01-disease-subtype
Orphanet:276252	Xeroderma pigmentosum complementation group B	01-disease-subtype
Orphanet:276255	Xeroderma pigmentosum complementation group C	01-disease-subtype
Orphanet:276258	Xeroderma pigmentosum complementation group D	01-disease-subtype
Orphanet:276261	Xeroderma pigmentosum complementation group E	01-disease-subtype
Orphanet:276264	Xeroderma pigmentosum complementation group F	01-disease-subtype
Orphanet:276267	Xeroderma pigmentosum complementation group G	01-disease-subtype
Orphanet:2763	Osteocraniostenosis	01-disease-subtype
Orphanet:276399	Familial multinodular goiter	02-disease-root
Orphanet:276405	Hyperbiliverdinemia	02-disease-root
Orphanet:276432	Premature aging appearance-developmental delay-cardiac arrhythmia syndrome	02-disease-root
Orphanet:276435	Lower motor neuron syndrome with late-adult onset	01-disease-subtype
Orphanet:276525	Familial hyperinsulinism	03-disease-area
Orphanet:276556	Hyperinsulinism due to UCP2 deficiency	01-disease-subtype
Orphanet:276575	Autosomal dominant hyperinsulinism due to SUR1 deficiency	01-disease-subtype
Orphanet:276580	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency	01-disease-subtype
Orphanet:276585	Diazoxide-resistant hyperinsulinism	02-disease-root
Orphanet:276598	Diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency	01-disease-subtype
Orphanet:276603	Diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency	01-disease-subtype
Orphanet:276608	Adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia	02-disease-root
Orphanet:276630	Symptomatic form of Coffin-Lowry syndrome in female carriers	02-disease-root
Orphanet:2767	Carpotarsal osteochondromatosis	01-disease-subtype
Orphanet:2769	Familial osteodysplasia, Anderson type	01-disease-subtype
Orphanet:277	Severe combined immunodeficiency due to adenosine deaminase deficiency	01-disease-subtype
Orphanet:2770	Nasu-Hakola disease	01-disease-subtype
Orphanet:2772	Congenital osteogenesis imperfecta - microcephaly - cataracts	01-disease-subtype
Orphanet:2773	Osteogenesis imperfecta - retinopathy - seizures - intellectual disability	01-disease-subtype
Orphanet:2774	Multicentric carpo-tarsal osteolysis with or without nephropathy	01-disease-subtype
Orphanet:2776	Autosomal recessive distal osteolysis syndrome	01-disease-subtype
Orphanet:2777	Osteomesopyknosis	01-disease-subtype
Orphanet:2779	Osteopathia striata - pigmentary dermopathy - white forelock	01-disease-subtype
Orphanet:278	Corticobasal degeneration	02-disease-root
Orphanet:2780	Osteopathia striata - cranial sclerosis	01-disease-subtype
Orphanet:2781	Osteopetrosis	01-disease-subtype
Orphanet:2783	Autosomal dominant osteopetrosis type 1	01-disease-subtype
Orphanet:2785	Osteopetrosis with renal tubular acidosis	01-disease-subtype
Orphanet:2786	Osteoporosis - oculocutaneous hypopigmentation syndrome	01-disease-subtype
Orphanet:2787	Osteoporosis - macrocephaly - blindness - joint hyperlaxity	01-disease-subtype
Orphanet:2788	Osteoporosis - pseudoglioma	01-disease-subtype
Orphanet:2789	Lateral meningocele syndrome	01-disease-subtype
Orphanet:2790	Autosomal dominant osteosclerosis, Worth type	01-disease-subtype
Orphanet:2791	Otodental syndrome	01-disease-subtype
Orphanet:2792	Otofaciocervical syndrome	02-disease-root
Orphanet:2796	Pachydermoperiostosis	01-disease-subtype
Orphanet:2798	Pachygyria - intellectual disability - epilepsy	02-disease-root
Orphanet:279934	Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency	01-disease-subtype
Orphanet:279943	Hereditary neutrophilia	02-disease-root
Orphanet:28	Vitamin B12-responsive methylmalonic acidemia	01-disease-subtype
Orphanet:2801	Juvenile Paget disease	01-disease-subtype
Orphanet:280133	Complement component 3 deficiency	01-disease-subtype
Orphanet:280142	Severe combined immunodeficiency due to LCK deficiency	01-disease-subtype
Orphanet:280183	Methylmalonic aciduria due to transcobalamin receptor defect	01-disease-subtype
Orphanet:280195	Septopreoptic holoprosencephaly	01-disease-subtype
Orphanet:280200	Microform holoprosencephaly	01-disease-subtype
Orphanet:280234	Null syndrome	01-disease-subtype
Orphanet:280282	Pelizaeus-Merzbacher-like disease due to GJC2 mutation	02-disease-root
Orphanet:280288	Pelizaeus-Merzbacher-like disease due to HSPD1 mutation	02-disease-root
Orphanet:280293	Pelizaeus-Merzbacher-like disease due to AIMP1 mutation	02-disease-root
Orphanet:280325	Distal monosomy 12p	01-disease-subtype
Orphanet:280333	Autosomal recessive limb-girdle muscular dystrophy type 2P	01-disease-subtype
Orphanet:280365	Autosomal codominant severe lipodystrophic laminopathy	01-disease-subtype
Orphanet:280379	Erythropoietic uroporphyria associated with myeloid malignancy	01-disease-subtype
Orphanet:280384	Recessive intellectual disability - motor dysfunction - multiple joint contractures	02-disease-root
Orphanet:2804	W syndrome	01-disease-subtype
Orphanet:280403	Familial omphalocele syndrome with facial dysmorphism	02-disease-root
Orphanet:280406	Familial steroid-resistant nephrotic syndrome with sensorineural deafness	02-disease-root
Orphanet:2805	Partial pancreatic agenesis	01-disease-subtype
Orphanet:280553	Fatal infantile hypertonic myofibrillar myopathy	01-disease-subtype
Orphanet:280569	Rapidly progressive glomerulonephritis	02-disease-root
Orphanet:280586	Chondrodysplasia with joint dislocations, gPAPP type	01-disease-subtype
Orphanet:280598	Hereditary sensorimotor neuropathy with hyperelastic skin	02-disease-root
Orphanet:280615	Hemoglobinopathy Toms River	02-disease-root
Orphanet:280620	Progressive myoclonic epilepsy type 6	02-disease-root
Orphanet:280628	Familial progressive hyper- and hypopigmentation	02-disease-root
Orphanet:280633	Multiple congenital anomalies - hypotonia - seizures syndrome	01-disease-subtype
Orphanet:280640	Occipital pachygyria and polymicrogyria	02-disease-root
Orphanet:280651	Acrodysostosis with multiple hormone resistance	01-disease-subtype
Orphanet:280663	Hermansky-Pudlak syndrome type 9	01-disease-subtype
Orphanet:280671	Congenital muscular dystrophy due to phosphatidylcholine biosynthesis defect	01-disease-subtype
Orphanet:280679	Moyamoya disease - short stature - facial dysmorphism - hypergonadotropic hypogonadism	02-disease-root
Orphanet:280763	Severe intellectual disability and progressive spastic paraplegia	01-disease-subtype
Orphanet:2809	Familial recurrent peripheral facial palsy	02-disease-root
Orphanet:281	Monosomy 5p	01-disease-subtype
Orphanet:281082	Inherited non-syndromic ichthyosis	02-disease-root
Orphanet:281085	Inherited ichthyosis syndromic form	02-disease-root
Orphanet:281097	Autosomal recessive congenital ichthyosis	01-disease-subtype
Orphanet:281103	Keratinopathic ichthyosis	03-disease-area
Orphanet:281122	Self-healing collodion baby	01-disease-subtype
Orphanet:281127	Acral self-healing collodion baby	01-disease-subtype
Orphanet:281139	Annular epidermolytic ichthyosis	02-disease-root
Orphanet:281190	Congenital reticular ichthyosiform erythroderma	01-disease-subtype
Orphanet:281201	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	01-disease-subtype
Orphanet:281217	Autosomal ichthyosis syndrome	03-disease-area
Orphanet:281222	Autosomal ichthyosis syndrome with prominent hair abnormalities	02-disease-root
Orphanet:281238	Autosomal ichthyosis syndrome with prominent neurologics signs	02-disease-root
Orphanet:281241	Autosomal ichthyosis syndrome with fatal disease course	02-disease-root
Orphanet:281244	Autosomal ichthyosis syndrome with other associated signs	02-disease-root
Orphanet:2815	Spastic paraparesis - deafness	02-disease-root
Orphanet:2816	Spastic paraplegia - epilepsy - intellectual disability	01-disease-subtype
Orphanet:2818	Spastic paraplegia - glaucoma - intellectual disability	01-disease-subtype
Orphanet:2819	Spastic paraplegia - facial-cutaneous lesions	01-disease-subtype
Orphanet:282	Frontotemporal dementia	02-disease-root
Orphanet:2820	Spastic paraplegia - nephritis - deafness	01-disease-subtype
Orphanet:2821	Spastic paraplegia - neuropathy - poikiloderma	01-disease-subtype
Orphanet:282124	Partial deletion of chromosome 12	01-disease-subtype
Orphanet:282166	Inherited Creutzfeldt-Jakob disease	02-disease-root
Orphanet:2822	Autosomal recessive spastic paraplegia type 11	01-disease-subtype
Orphanet:2823	Paraplegia - brachydactyly - cone-shaped epiphysis	02-disease-root
Orphanet:2824	Paraplegia - intellectual disability - hyperkeratosis	02-disease-root
Orphanet:2826	Spastic paraplegia - precocious puberty	01-disease-subtype
Orphanet:2828	Young adult-onset Parkinsonism	01-disease-subtype
Orphanet:2831	Rhizomelic dysplasia, Patterson-Lowry type	01-disease-subtype
Orphanet:2832	Short tarsus - absence of lower eyelashes	02-disease-root
Orphanet:2833	Stiff skin syndrome	02-disease-root
Orphanet:2834	Wrinkly skin syndrome	01-disease-subtype
Orphanet:28378	Tyrosinemia type 2	01-disease-subtype
Orphanet:2839	Pelvis-shoulder dysplasia	02-disease-root
Orphanet:2840	Pelvic dysplasia - arthrogryposis of lower limbs	01-disease-subtype
Orphanet:2841	Familial benign chronic pemphigus	02-disease-root
Orphanet:284149	Craniosynostosis and dental anomalies	02-disease-root
Orphanet:284160	8q21.11 microdeletion syndrome	01-disease-subtype
Orphanet:284169	10p11.21p12.31 microdeletion syndrome	01-disease-subtype
Orphanet:284232	Autosomal dominant Charcot-Marie-Tooth disease type 2O	01-disease-subtype
Orphanet:284247	Familial retinal arterial macroaneurysm	01-disease-subtype
Orphanet:284271	Autosomal recessive cerebellar ataxia - psychomotor retardation	01-disease-subtype
Orphanet:284289	Adult-onset autosomal recessive cerebellar ataxia	01-disease-subtype
Orphanet:2843	Pentosuria	01-disease-subtype
Orphanet:284324	Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia	01-disease-subtype
Orphanet:284332	Infantile-onset autosomal recessive nonprogressive cerebellar ataxia	01-disease-subtype
Orphanet:284339	Pontocerebellar hypoplasia type 7	01-disease-subtype
Orphanet:284385	Familial intrahepatic cholestasis	03-disease-area
Orphanet:284408	Glycerol kinase deficiency, infantile form	01-disease-subtype
Orphanet:284411	Glycerol kinase deficiency, juvenile form	01-disease-subtype
Orphanet:284414	Glycerol kinase deficiency, adult form	01-disease-subtype
Orphanet:284417	Phosphoserine aminotransferase deficiency	01-disease-subtype
Orphanet:284426	Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency	01-disease-subtype
Orphanet:284435	Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency	01-disease-subtype
Orphanet:28455	Pancreatic beta cell agenesis with neonatal diabetes mellitus	02-disease-root
Orphanet:2847	Pericardial and diaphragmatic defect	02-disease-root
Orphanet:284786	Qualitative or quantitative defects of troponin	02-disease-root
Orphanet:284790	Qualitative or quantitative defects of tropomyosin	02-disease-root
Orphanet:284804	Ocular albinism	01-disease-subtype
Orphanet:284811	Syndromic oculocutaneous albinism	03-disease-area
Orphanet:284814	Disorder of phenylalanine metabolism	01-disease-subtype
Orphanet:284818	Disorder of tyrosine metabolism	01-disease-subtype
Orphanet:284973	Marfan syndrome type 2	01-disease-subtype
Orphanet:284979	Neonatal Marfan syndrome	01-disease-subtype
Orphanet:284984	Aneurysm - osteoarthritis syndrome	01-disease-subtype
Orphanet:2850	Alopecia-intellectual disability syndrome	02-disease-root
Orphanet:285014	Rare disease with thoracic aortic aneurysm and aortic dissection	02-disease-root
Orphanet:2856	Persistent Müllerian duct syndrome	01-disease-subtype
Orphanet:285657	Disorder of folate metabolism and transport	01-disease-subtype
Orphanet:2863	Short stature - wormian bones - dextrocardia	02-disease-root
Orphanet:2865	Short stature - webbed neck - heart disease	02-disease-root
Orphanet:2866	Short stature - deafness - neutrophil dysfunction - dysmorphism	02-disease-root
Orphanet:2867	Short stature, Brussels type	01-disease-subtype
Orphanet:2868	Short stature - valvular heart disease - characteristic facies	02-disease-root
Orphanet:2872	Cardiocranial syndrome, Pfeiffer type	02-disease-root
Orphanet:2874	Phakomatosis pigmentokeratotica	01-disease-subtype
Orphanet:2875	Phakomatosis pigmentovascularis	01-disease-subtype
Orphanet:2878	Phocomelia - ectrodactyly - deafness - sinus arrhythmia	02-disease-root
Orphanet:2879	Phocomelia, Schinzel type	02-disease-root
Orphanet:288	Hereditary elliptocytosis	01-disease-subtype
Orphanet:2880	Phosphoenolpyruvate carboxykinase deficiency	01-disease-subtype
Orphanet:2882	Sitosterolemia	01-disease-subtype
Orphanet:2884	Piebaldism	01-disease-subtype
Orphanet:2885	Piebald trait - neurologic defects	01-disease-subtype
Orphanet:2888	Pierre Robin syndrome - faciodigital anomaly	02-disease-root
Orphanet:2889	Pili torti	01-disease-subtype
Orphanet:289	Ellis Van Creveld syndrome	01-disease-subtype
Orphanet:2890	Pili torti - onychodysplasia	02-disease-root
Orphanet:289098	Disorders of vitamin D metabolism	01-disease-subtype
Orphanet:2891	Pili torti - developmental delay - neurological abnormalities	01-disease-subtype
Orphanet:289103	Hypocalcemic rickets	01-disease-subtype
Orphanet:289157	Hypocalcemic vitamin D-dependent rickets	01-disease-subtype
Orphanet:289176	Autosomal recessive hypophosphatemic rickets	01-disease-subtype
Orphanet:2892	Pilodental dysplasia - refractive errors	02-disease-root
Orphanet:289266	Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation	02-disease-root
Orphanet:289307	Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency	01-disease-subtype
Orphanet:289365	Familial vesicoureteral reflux	02-disease-root
Orphanet:289377	Early-onset myopathy with fatal cardiomyopathy	01-disease-subtype
Orphanet:289380	Myosclerosis	01-disease-subtype
Orphanet:289465	Isolated adermatoglyphia	02-disease-root
Orphanet:289483	Intellectual disability - alacrima - achalasia	01-disease-subtype
Orphanet:289494	Hypomyelinating leukodystrophy with or without oligondontia and/or hypogonadism	02-disease-root
Orphanet:289499	Congenital cataract microcornea with corneal opacity	02-disease-root
Orphanet:289504	Combined malonic and methylmalonic acidemia	01-disease-subtype
Orphanet:289522	Microtriplication 11q24.1	01-disease-subtype
Orphanet:289527	Fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex I deficiency	01-disease-subtype
Orphanet:289553	Dysmorphism - conductive hearing loss - heart defect	02-disease-root
Orphanet:289573	Fatal multiple mitochondrial dysfunction syndrome	01-disease-subtype
Orphanet:289586	Exfoliative ichthyosis	01-disease-subtype
Orphanet:289601	Hereditary arterial and articular multiple calcification syndrome	02-disease-root
Orphanet:2897	Pityriasis rubra pilaris	02-disease-root
Orphanet:2898	X-linked intellectual disability - plagiocephaly	02-disease-root
Orphanet:289825	Late-onset primary lymphedema	01-disease-subtype
Orphanet:289829	Disorder of tryptophan metabolism	02-disease-root
Orphanet:289832	Disorder of lysine and hydroxylysine metabolism	02-disease-root
Orphanet:289841	Disorder of glutamine metabolism	02-disease-root
Orphanet:289846	Glutathione synthetase deficiency with 5-oxoprolinuria	01-disease-subtype
Orphanet:289849	Glutathione synthetase deficiency without 5-oxoprolinuria	01-disease-subtype
Orphanet:289857	Neonatal glycine encephalopathy	01-disease-subtype
Orphanet:289860	Infantile glycine encephalopathy	01-disease-subtype
Orphanet:289863	Atypical glycine encephalopathy	01-disease-subtype
Orphanet:289866	Disorder of proline metabolism	01-disease-subtype
Orphanet:289869	Disorder of ornithine metabolism	01-disease-subtype
Orphanet:289899	Organic aciduria	03-disease-area
Orphanet:2899	Brachyolmia-amelogenesis imperfecta syndrome	01-disease-subtype
Orphanet:289916	Vitamin B12-unresponsive methylmalonic acidemia type mut0	01-disease-subtype
Orphanet:29	Mevalonic aciduria	01-disease-subtype
Orphanet:2903	Familial spontaneous pneumothorax	02-disease-root
Orphanet:2907	Hereditary acrokeratotic poikiloderma, Weary type	02-disease-root
Orphanet:29072	Hereditary pheochromocytoma-paraganglioma	01-disease-subtype
Orphanet:290839	Autoinflammatory syndrome with immune deficiency	03-disease-area
Orphanet:2913	Polydactyly	03-disease-area
Orphanet:2916	Postaxial polydactyly - dental and vertebral anomalies	02-disease-root
Orphanet:2917	Polydactyly-myopia syndrome	02-disease-root
Orphanet:2919	Orofaciodigital syndrome type 5	01-disease-subtype
Orphanet:2921	Preaxial polydactyly - colobomata - intellectual disability	02-disease-root
Orphanet:2924	Isolated polycystic liver disease	01-disease-subtype
Orphanet:2925	Polymicrogyria - turricephaly - hypogenitalism	02-disease-root
Orphanet:2926	Polyneuropathy - hand defect	02-disease-root
Orphanet:2928	Polyneuropathy - intellectual disability - acromicria - premature menopause	02-disease-root
Orphanet:2929	Juvenile polyposis syndrome	01-disease-subtype
Orphanet:293144	Familial clubfoot due to 5q31 microdeletion	01-disease-subtype
Orphanet:293150	Familial clubfoot due to PITX1 point mutation	01-disease-subtype
Orphanet:293165	Skin fragility-woolly hair-palmoplantar keratoderma syndrome	01-disease-subtype
Orphanet:293168	Infantile-onset ascending hereditary spastic paralysis	02-disease-root
Orphanet:293181	Malignant migrating partial seizures of infancy	01-disease-subtype
Orphanet:293284	Tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria	01-disease-subtype
Orphanet:293355	Methylmalonic acidemia without homocystinuria	03-disease-area
Orphanet:293381	Epithelial recurrent erosion dystrophy	01-disease-subtype
Orphanet:2934	Polysyndactyly - cardiac malformation	02-disease-root
Orphanet:293462	Pre-Descemet corneal dystrophy	01-disease-subtype
Orphanet:2935	Crossed polysyndactyly	02-disease-root
Orphanet:293633	PYCR1-related De Barsy syndrome	01-disease-subtype
Orphanet:293642	Blepharophimosis-intellectual disability syndrome	02-disease-root
Orphanet:293707	Blepharophimosis-intellectual disability syndrome, MKB type	01-disease-subtype
Orphanet:293725	Blepharophimosis-intellectual disability syndrome, Verloes type	01-disease-subtype
Orphanet:293822	MITF-related melanoma and renal cell carcinoma predisposition syndrome	02-disease-root
Orphanet:293825	Congenital dyserythropoietic anemia type IV	01-disease-subtype
Orphanet:293830	Constitutional dyserythropoietic anemia	02-disease-root
Orphanet:293848	Right temporal lobar atrophy	01-disease-subtype
Orphanet:293864	Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome	01-disease-subtype
Orphanet:293888	Familial isolated arrhythmogenic ventricular dysplasia, left dominant form	01-disease-subtype
Orphanet:293899	Familial isolated arrhythmogenic ventricular dysplasia, biventricular form	01-disease-subtype
Orphanet:293910	Familial isolated arrhythmogenic ventricular dysplasia, right dominant form	01-disease-subtype
Orphanet:293925	Lethal occipital encephalocele-skeletal dysplasia syndrome	02-disease-root
Orphanet:293939	Distal Xq28 microduplication syndrome	01-disease-subtype
Orphanet:293955	Childhood encephalopathy due to thiamine pyrophosphokinase deficiency	01-disease-subtype
Orphanet:293958	Hypertelorism-preauricular sinus-punctual pits-deafness syndrome	02-disease-root
Orphanet:293964	Hypoinsulinemic hypoglycemia and body hemihypertrophy	02-disease-root
Orphanet:293967	Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome	01-disease-subtype
Orphanet:293978	Deficiency in anterior pituitary function-variable immunodeficiency syndrome	01-disease-subtype
Orphanet:293987	Rapid-onset childhood obesity - hypothalamic dysfunction - hypoventilation - autonomic dysregulation syndrome	01-disease-subtype
Orphanet:2940	Porencephaly	01-disease-subtype
Orphanet:294016	Microcephaly-capillary malformation syndrome	01-disease-subtype
Orphanet:294023	Neonatal inflammatory skin and bowel disease	02-disease-root
Orphanet:294049	Reunion Island's Larsen syndrome	01-disease-subtype
Orphanet:294060	Multiple pterygium syndrome	02-disease-root
Orphanet:294415	Renal-hepatic-pancreatic dysplasia	01-disease-subtype
Orphanet:2946	Brachydactyly - long thumb	01-disease-subtype
Orphanet:2947	Triphalangeal thumbs - brachyectrodactyly	02-disease-root
Orphanet:294925	Amelia	02-disease-root
Orphanet:294927	Intercalary limb defects	02-disease-root
Orphanet:294929	Terminal limb defects	03-disease-area
Orphanet:294931	Adactyly of hand	02-disease-root
Orphanet:294935	Split hand or/and split foot malformation	02-disease-root
Orphanet:294937	Brachydactyly	02-disease-root
Orphanet:294939	Preaxial polydactyly of fingers	02-disease-root
Orphanet:294942	Postaxial polydactyly of fingers	02-disease-root
Orphanet:294944	Congenital deformities of limbs	03-disease-area
Orphanet:294947	Congenital deformities of fingers	02-disease-root
Orphanet:294949	Joint formation defects	03-disease-area
Orphanet:294951	Congenital joint dislocations	03-disease-area
Orphanet:294953	Limb overgrowth	03-disease-area
Orphanet:294957	Dysostosis with combined reduction defects of upper and lower limbs	02-disease-root
Orphanet:294959	Syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy	03-disease-area
Orphanet:294963	Popliteal pterygium syndrome	02-disease-root
